Query,Page,Clicks,Impressions,CTR,Position
manpower assistant administratif,https://www.manpower.fr/offre-emploi/assistante+administrative/accueil-secretariat/s69.html,3,98,"3,1%","4,3"
manpower cambrai,https://www.manpower.fr/offre-emploi/hauts-de-france/59-nord/cambrai/r17d59v59122?page=2&sort=date,3,98,"3,1%","7,9"
manpower gd paris,https://www.manpower.fr/nos-agences/paris+gros-oeuvre-et-travaux-publics.html,3,98,"3,1%","6,7"
manpower gournay en bray,https://www.manpower.fr/offre-emploi/offres/normandie/seine-maritime/gournay-en-bray/r04d76v76312,3,98,"3,1%","1,9"
manpower paris 18,https://www.manpower.fr/,3,98,"3,1%","2,2"
manpower paris restauration,https://www.manpower.fr/offre-emploi/restauration/ile-de-france/paris/r12d75.html,3,98,"3,1%","2,6"
manpower st amour,https://www.manpower.fr/offre-emploi/bourgogne-franche-comte/jura/saint-amour/r05d39v39475,3,98,"3,1%","2,9"
manpower valreas,https://www.manpower.fr/offre-emploi/provence-alpes-cote-d-azur/84-vaucluse/valreas/r18d84v84138,3,98,"3,1%","2,5"
agence interim bellegarde sur valserine,https://www.manpower.fr/offre-emploi/auvergne-rhone-alpes/01-ain/bellegarde-sur-valserine/r03d1v01033,3,97,"3,1%","9,6"
agence interim marseille,https://www.manpower.fr/,3,97,"3,1%","27,8"
agence interim nogent le rotrou,https://www.manpower.fr/nos-agences/nogent-le-rotrou.html,3,97,"3,1%","4,9"
agence interim perigueux,https://www.manpower.fr/offre-emploi/nouvelle-aquitaine/24-dordogne/perigueux/r02d24v24322,3,97,"3,1%","9,1"
agent conditionnement emploi,https://www.manpower.fr/offre-emploi/logistique/agent-de-conditionnement-h-f/s70m00933,3,97,"3,1%","9,1"
boite interim pont audemer,https://www.manpower.fr/nos-agences/pont-audemer.html,3,97,"3,1%","3,2"
centrale nucleaire penly recrutement,https://www.manpower.fr/offre-emploi/nucl%C3%A9aire/normandie/seine-maritime/penly/r04d76v76496.html,3,97,"3,1%","9,6"
chauffeur vl longue distance,https://www.manpower.fr/offre-emploi/chauffeur+livreur,3,97,"3,1%","19,4"
conducteur d engins emploi,https://www.manpower.fr/offre-emploi/construction-travaux-publics/conducteur-d-engins-tp-h-f/s9m01287.html,3,97,"3,1%","2,4"
emploi bourges cdi,https://www.manpower.fr/offre-emploi/centre-val-de-loire/cher/bourges/r07d18v18033.html,3,97,"3,1%","5,9"
emploi environnement,https://www.manpower.fr/offre-emploi/environnement-developpement-durable/interim/s80c1,3,97,"3,1%","19,1"
entreprise qui recrute à ussel,https://www.manpower.fr/offre-emploi/nouvelle-aquitaine/correze/ussel/r02d19v19275,3,97,"3,1%","9,8"
interim missions courtes,https://www.manpower.fr/offre-emploi/interim/c1.html,3,97,"3,1%","8,1"
interim roissy cdg,https://www.manpower.fr/offre-emploi/ile-de-france/val-d-oise/roissy-en-france/r12d95v95527,3,97,"3,1%","3,5"
intérim animation commerciale,https://www.manpower.fr/offre-emploi/animateur+commercial/interim/c1.html,3,97,"3,1%","5,5"
intérim nuit,https://www.manpower.fr/offre-emploi/de+nuit,3,97,"3,1%","8,6"
intérim sécurité île-de-france,https://www.manpower.fr/offre-emploi/securit%C3%A9/surveillance-securite/ile-de-france/s68r12.html,3,97,"3,1%","12,7"
manpower 92,https://www.manpower.fr/offre-emploi/ile-de-france/92-hauts-de-seine/r12d92?rayon=20,3,97,"3,1%","5,9"
cariste debutant,https://www.manpower.fr/offre-emploi/cariste+debutant,3,96,"3,1%","8,6"
emploi 66 pyrénées orientales,https://www.manpower.fr/offre-emploi/occitanie/pyrenees-orientales/r13d66.html,3,96,"3,1%","9,0"
emploi chauffeur spl ile de france,https://www.manpower.fr/offre-emploi/ile-de-france/transport/chauffeur-spl-h-f/interim/s64m01394c1.html,3,96,"3,1%","11,2"
emploi giromagny,https://www.manpower.fr/offre-emploi/e+coffre/bourgogne-franche-comte/90-territoire-de-belfort/giromagny/r05d90v90052?rayon=20&contracts=1&salary=true,3,96,"3,1%","9,0"
emploi lentilly,https://www.manpower.fr/offre-emploi/auvergne-rhone-alpes/rhone/lentilly/r03d69v69112.html,3,96,"3,1%","3,4"
emploi sans diplome pyrénées-orientales,https://www.manpower.fr/offre-emploi/sans+diplome/cdi/occitanie/pyrenees-orientales/perpignan/c3r13d66v66136.html,3,96,"3,1%","8,2"
interim back office,https://www.manpower.fr/offre-emploi/banque-assurances-immobilier/employe-back-office-h-f/s3m00859.html,3,96,"3,1%","7,7"
interim grand est,https://www.manpower.fr/offre-emploi/grand-est/r01,3,96,"3,1%","5,5"
manpower biars-sur-cère,https://www.manpower.fr/offre-emploi/occitanie/lot/biars-sur-cere/r13d46v46029,3,96,"3,1%","2,9"
manpower bretigny sur orge,https://www.manpower.fr/offre-emploi/preparation/ile-de-france/essonne/bretigny-sur-orge/r12d91v91103.html,3,96,"3,1%","7,2"
manpower perpignan offres d' emplois,https://www.manpower.fr/offre-emploi/s2/occitanie/pyrenees-orientales/perpignan/r13d66v66136,3,96,"3,1%","1,0"
manpower renault trucks,https://www.manpower.fr/offers/details/1101274239,3,96,"3,1%","6,8"
boite interim saint jean de maurienne,https://www.manpower.fr/nos-agences/st-jean-de-maurienne.html,3,95,"3,2%","6,2"
cadre interim,https://www.manpower.fr/offre-emploi/cadre/interim/c1,3,95,"3,2%","7,1"
emploi bureau d'études,https://www.manpower.fr/offre-emploi/bureau/bureau-d-etudes-methodes-qualite/s4,3,95,"3,2%","9,9"
emploi courpiere,https://www.manpower.fr/offre-emploi/auvergne-rhone-alpes/puy-de-dome/courpiere/r03d63v63125.html,3,95,"3,2%","6,9"
emploi de nuit vendee,https://www.manpower.fr/offre-emploi/nuit/pays-de-la-loire/vendee/r19d85.html,3,95,"3,2%","7,5"
emploi interim week end,https://www.manpower.fr/offre-emploi/week+end/interim/c1,3,95,"3,2%","6,6"
emploi mougins,"https://www.manpower.fr/offre-emploi/provence-alpes-cote-d-azur/06-alpes-maritimes/mougins/r18d6v06085?contracts=1,3,2,11,-2",3,95,"3,2%","3,9"
emploi naval group brest,https://www.manpower.fr/offre-emploi/naval+group/bretagne/finistere/brest/r06d29v29019.html,3,95,"3,2%","7,5"
interim,https://www.manpower.fr/offre-emploi/ile-de-france/seine-et-marne/torcy/r12d77v77468.html,3,95,"3,2%","9,7"
interim paris étudiant,https://www.manpower.fr/offre-emploi/etudiant/interim/c1.html,3,95,"3,2%","12,5"
interim travail,https://www.manpower.fr/offre-emploi/interim/ile-de-france/paris/c1r12d75.html,3,95,"3,2%","7,6"
intérim limoges offre d'emploi,https://www.manpower.fr/offre-emploi/nouvelle-aquitaine/87-haute-vienne/limoges/r02d87v87085,3,95,"3,2%","8,0"
intérimaire congés payés,https://www.manpower.fr/mon-manpower/espace-interimaires/mes-infos-et-avantages/mes-infos-pratiques/remuneration/absences-remunerees,3,95,"3,2%","5,1"
job lisieux,https://www.manpower.fr/offre-emploi/normandie/calvados/lisieux/r04d14v14366.html,3,95,"3,2%","10,0"
manpopwer,https://www.manpower.fr/offre-emploi,3,95,"3,2%","1,0"
manpower avallon,https://www.manpower.fr/offre-emploi/***/bourgogne-franche-comte/yonne/avallon/r05d89v89025.html,3,95,"3,2%","3,1"
manpower interim,https://www.manpower.fr/offre-emploi/occitanie/haute-garonne/toulouse/r13d31v31555.html,3,95,"3,2%","1,3"
manpower metz industrie,"https://www.manpower.fr/offre-emploi/industrie/grand-est/57-moselle/metz/r01d57v57463?contracts=1,3,2,11,-2&experiences=0,1",3,95,"3,2%","4,2"
manpower saint ouen l'aumone,https://www.manpower.fr/offre-emploi/ile-de-france/95-val-d-oise/saint-ouen-l-aumone/r12d95v95572,3,95,"3,2%","5,0"
cdi etudiant,https://www.manpower.fr/candidats/nos-conseils-emploi/nos-conseils-si-vous-etes/etudiant,3,94,"3,2%","44,0"
gestionnaire des contrats d'assurance,https://www.manpower.fr/gestionnaire-de-contrats,3,94,"3,2%","7,0"
inteerim,https://www.manpower.fr/,3,94,"3,2%","5,7"
interim bain de bretagne,https://www.manpower.fr/offre-emploi/bretagne/ille-et-vilaine/bain-de-bretagne/r06d35v35012.html,3,94,"3,2%","11,4"
interim cinema,https://www.manpower.fr/offre-emploi/ce+cinema/interim/ile-de-france/paris/paris-19e-arrondissement/c1r12d75v75119.html,3,94,"3,2%","7,6"
interim le weekend,https://www.manpower.fr/offre-emploi/week+end/interim/c1.html,3,94,"3,2%","6,8"
interim louhans,https://www.manpower.fr/offre-emploi/bourgogne-franche-comte/saone-et-loire/louhans/r05d71v71263.html,3,94,"3,2%","9,6"
interim manutention de nuit,https://www.manpower.fr/offre-emploi/de+nuit/logistique/manutentionnaire-h-f/s70m00982.html,3,94,"3,2%","9,4"
intérim montélimar offres,https://www.manpower.fr/offre-emploi/auvergne-rhone-alpes/26-drome/montelimar/r03d26v26198,3,94,"3,2%","6,0"
man power les mureaux,https://www.manpower.fr/offre-emploi/***/ile-de-france/yvelines/les-mureaux/r12d78v78440,3,94,"3,2%","3,4"
man power vichy,https://www.manpower.fr/offre-emploi/auvergne/allier/vichy/r03d03v03310,3,94,"3,2%","2,9"
manpower brest btp,https://www.manpower.fr/offre-emploi/btp+/bretagne/finistere/brest/r06d29v29019.html,3,94,"3,2%","3,0"
manpower compiègne offre d'emploi,https://www.manpower.fr/offre-emploi/cdi/hauts-de-france/oise/compiegne/c3r17d60v60159.html,3,94,"3,2%","1,6"
manpower emploi,https://www.manpower.fr/offre-emploi/pays-de-la-loire/49-maine-et-loire/angers/r19d49v49007,3,94,"3,2%","3,0"
adv offre d'emploi,https://www.manpower.fr/offre-emploi/teleservices-marketing-vente/assistant-administration-des-ventes-adv-h-f/s21m00042.html,3,93,"3,2%","8,3"
besancon interim,https://www.manpower.fr/nos-agences/besancon-tertiaire.html,3,93,"3,2%","8,4"
comptable sans expérience,https://www.manpower.fr/offre-emploi/sans+experience/comptabilite-finance/assistant-comptable-h-f/cdi/s62m00345c3.html,3,93,"3,2%","7,7"
emploi avec deplacement,https://www.manpower.fr/offre-emploi/grand+deplacement/interim/c1.html,3,93,"3,2%","7,1"
emploi convoyeur de voiture,https://www.manpower.fr/offre-emploi/convoyeur+de+vehicules/interim/c1.html,3,93,"3,2%","8,0"
emploi cosne cours sur loire,https://www.manpower.fr/offre-emploi/bourgogne-franche-comte/58-nievre/cosne-cours-sur-loire/r05d58v58086,3,93,"3,2%","7,1"
emploi hericourt,https://www.manpower.fr/offre-emploi/bourgogne-franche-comte/haute-saone/hericourt/r05d70v70285,3,93,"3,2%","7,4"
emploi informatique loire,https://www.manpower.fr/offre-emploi/informatique/auvergne-rhone-alpes/loire/r03d42.html,3,93,"3,2%","4,9"
emploi sans expérience reims,https://www.manpower.fr/offre-emploi/sans+diplome/grand-est/marne/reims/r01d51v51454,3,93,"3,2%","8,6"
intérim aulnay-sous-bois,https://www.manpower.fr/offre-emploi/ile-de-france/93-seine-st-denis/aulnay-sous-bois/r12d93v93005,3,93,"3,2%","8,8"
intérim redon offre d'emploi,https://www.manpower.fr/offre-emploi/bretagne/35-ille-et-vilaine/redon/r06d35v35236,3,93,"3,2%","6,3"
man power epinal,https://www.manpower.fr/offre-emploi/grand-est/vosges/epinal/r01d88v88160.html,3,93,"3,2%","3,0"
man power montauban,https://www.manpower.fr/offre-emploi/occitanie/tarn-et-garonne/montauban/r13d82v82121,3,93,"3,2%","2,4"
manpower chambly,https://www.manpower.fr/offre-emploi/interim/hauts-de-france/oise/chambly/c1r17d60v60139.html,3,93,"3,2%","10,4"
manpower gournay,https://www.manpower.fr/offre-emploi/***/interim/normandie/seine-maritime/gournay-en-bray/c1r04d76v76312.html,3,93,"3,2%","5,0"
manpower le havre,https://www.manpower.fr/nos-agences/seine-maritime+le-havre.html,3,93,"3,2%","5,0"
mission interim aix,https://www.manpower.fr/offre-emploi/interim/provence-alpes-cote-d-azur/bouches-du-rhone/aix-en-provence/c1r18d13v13001.html,3,93,"3,2%","4,7"
agence interim aubagne,https://www.manpower.fr/offre-emploi/provence-alpes-cote-d-azur/bouches-du-rhone/aubagne/r18d13v13005,3,92,"3,3%","19,1"
cariste grand deplacement,https://www.manpower.fr/offre-emploi/grand+deplacement/logistique/cariste-h-f/interim/s70m00946c1,3,92,"3,3%","9,2"
chauffeur livreur sans expérience,https://www.manpower.fr/chauffeur-livreur,3,92,"3,3%","12,3"
interim caissière,https://www.manpower.fr/offre-emploi/caissier/interim/c1.html,3,92,"3,3%","4,3"
interim clamecy,https://www.manpower.fr/offre-emploi/bourgogne-franche-comte/nievre/clamecy/r05d58v58079.html,3,92,"3,3%","5,6"
interim jobs paris,https://www.manpower.fr/offre-emploi/interim/ile-de-france/paris/c1r12d75,3,92,"3,3%","7,0"
interim la chatre,https://www.manpower.fr/offre-emploi/centre-val-de-loire/36-indre/la-chatre/r07d36v36046,3,92,"3,3%","8,1"
interim poste,https://www.manpower.fr/offre-emploi/interim/ile-de-france/paris/c1r12d75,3,92,"3,3%","6,8"
interim yvetot,https://www.manpower.fr/offre-emploi/interim/normandie/seine-maritime/yvetot/r04d76v76758.html,3,92,"3,3%","12,2"
intérim saint-malo,https://www.manpower.fr/nos-agences/st-malo.html,3,92,"3,3%","5,9"
le bon coin offre d'emploi senior,https://www.manpower.fr/offre-emploi,3,92,"3,3%","18,8"
les eboueurs,https://www.manpower.fr/ripeur,3,92,"3,3%","3,0"
ma.power,https://www.manpower.fr/signin,3,92,"3,3%","1,2"
manpower .fr,https://www.manpower.fr/candidats/trouver-un-emploi/quel-contrat-pour-vous/cdi-i,3,92,"3,3%","1,0"
manpower brive la gaillarde,https://www.manpower.fr/offre-emploi/interim/nouvelle-aquitaine/correze/brive-la-gaillarde/c1r02d19v19031.html,3,92,"3,3%","6,4"
agence interim digne les bains,https://www.manpower.fr/offre-emploi/provence-alpes-cote-d-azur/04-alpes-de-haute-provence/digne-les-bains/r18d4v04070,3,91,"3,3%","8,6"
agence intérim poids lourd,https://www.manpower.fr/offre-emploi/chauffeur+poids+lourd/interim/c1.html,3,91,"3,3%","2,8"
agence manpower bordeaux,https://www.manpower.fr/offre-emploi/nouvelle-aquitaine/33-gironde/bordeaux/r02d33v33063,3,91,"3,3%","6,6"
annonce agent d'entretien,https://www.manpower.fr/offre-emploi/maintenance-entretien/agent-d-entretien-h-f/s53m01197.html,3,91,"3,3%","5,7"
chef d'équipe offre d'emploi,https://www.manpower.fr/offre-emploi/logistique/chef-d-equipe-h-f/s70m01843,3,91,"3,3%","9,2"
emploi cariste ile de france,https://www.manpower.fr/offre-emploi/cariste/ile-de-france/r12.html,3,91,"3,3%","3,0"
emploi caudry 59540,https://www.manpower.fr/offre-emploi/hauts-de-france/nord/caudry/r17d59v59139.html,3,91,"3,3%","4,7"
emploi hirsingue,https://www.manpower.fr/offre-emploi/grand-est/68-haut-rhin/hirsingue/r01d68v68138,3,91,"3,3%","8,2"
emploi mers les bains,https://www.manpower.fr/offre-emploi/hauts-de-france/80-somme/mers-les-bains/r17d80v80533?rayon=20&title=true,3,91,"3,3%","7,2"
man power friville,https://www.manpower.fr/offre-emploi/hauts-de-france/somme/friville-escarbotin/r17d80v80368.html,3,91,"3,3%","3,1"
manpower aulnay,"https://www.manpower.fr/offre-emploi/interime/ile-de-france/93-seine-st-denis/aulnay-sous-bois/r12d93v93005?rayon=20&experiences=2,3,4,5",3,91,"3,3%","2,0"
manpower dax btp,https://www.manpower.fr/offre-emploi/nouvelle-aquitaine/landes/dax/r02d40v40088,3,91,"3,3%","5,2"
manpower la roche,https://www.manpower.fr/offre-emploi/pays-de-la-loire/vendee/la-roche-sur-yon/r19d85v85191.html,3,91,"3,3%","2,6"
manpower lisses,https://www.manpower.fr/offre-emploi/interim/ile-de-france/essonne/lisses/r12d91v91340.html,3,91,"3,3%","2,5"
agence interim neuville sur saone,https://www.manpower.fr/offre-emploi/interim/auvergne-rhone-alpes/rhone/neuville-sur-saone/c1r03d69v69143.html,3,90,"3,3%","7,9"
emploi angers,https://www.manpower.fr/offre-emploi/interim/pays-de-la-loire/maine-et-loire/angers/c1r19d49v49007,3,90,"3,3%","36,1"
interim tassin la demi lune,https://www.manpower.fr/offre-emploi/auvergne-rhone-alpes/69-rhone/tassin-la-demi-lune/r03d69v69244,3,90,"3,3%","9,1"
man power pau,https://www.manpower.fr/offre-emploi/nouvelle-aquitaine/pyrenees-atlantiques/pau/r02d64v64445,3,90,"3,3%","3,0"
manpower perpignan offres d' emplois,https://www.manpower.fr/offre-emploi/cdi/occitanie/pyrenees-orientales/perpignan/c3r13d66v66136,3,90,"3,3%","1,2"
mission d'intérim sans experience,https://www.manpower.fr/offre-emploi/sans+experience/interim/ile-de-france/c1r12,3,90,"3,3%","6,3"
adecco prime de participation,https://www.manpower.fr/mon-manpower/espace-interimaires/mes-infos-et-avantages/mes-infos-pratiques/remuneration/participation-aux-benefices,3,89,"3,4%","2,5"
assistant administratif btp,https://www.manpower.fr/offre-emploi/btp/accueil-secretariat/assistant-administratif-h-f/s69m00058.html,3,89,"3,4%","6,5"
boite interim frontalier suisse,https://www.manpower.fr/,3,89,"3,4%","7,0"
emploi comptable ile de france,https://www.manpower.fr/offre-emploi/comptabilite-finance/ile-de-france/s62r12,3,89,"3,4%","10,2"
emploi dans l'eure,https://www.manpower.fr/offre-emploi/normandie/27-eure/r04d27,3,89,"3,4%","6,3"
emploi gironde,https://www.manpower.fr/offre-emploi/nouvelle-aquitaine/33-gironde/r02d33,3,89,"3,4%","11,6"
interim brive 19100,https://www.manpower.fr/nos-agences/brive.html,3,89,"3,4%","4,2"
interim de nuit nantes,https://www.manpower.fr/offre-emploi/nuit/pays-de-la-loire/loire-atlantique/r19d44.html,3,89,"3,4%","5,8"
interim deauville,https://www.manpower.fr/offre-emploi/normandie/calvados/deauville/r04d14v14220.html,3,89,"3,4%","13,8"
interim evenementiel lille,https://www.manpower.fr/offre-emploi/evenementiel/hauts-de-france/nord/lille/r17d59v59350.html,3,89,"3,4%","9,4"
intérim inventaire,https://www.manpower.fr/offre-emploi/inventaire/interim/c1,3,89,"3,4%","7,2"
inventaire magasin recrutement,https://www.manpower.fr/offre-emploi/inventaire/interim/c1,3,89,"3,4%","8,7"
livraison permis b,https://www.manpower.fr/chauffeur-livreur,3,89,"3,4%","9,8"
man poweer,https://www.manpower.fr/offre-emploi,3,89,"3,4%","1,0"
man power colmar,https://www.manpower.fr/offre-emploi/grand-est/68-haut-rhin/colmar/r01d68v68066,3,89,"3,4%","3,7"
manpower chaumont 52,https://www.manpower.fr/offre-emploi/grand-est/haute-marne/chaumont/r01d52v52121,3,89,"3,4%","2,5"
manpower et moi,https://www.manpower.fr/,3,89,"3,4%","4,0"
manpower pont-à-mousson,https://www.manpower.fr/offre-emploi/***/grand-est/meurthe-et-moselle/pont-a-mousson/r01d54v54431.html,3,89,"3,4%","4,1"
manpower saint-brieuc,https://www.manpower.fr/offre-emploi/bretagne/cotes-d-armor/saint-brieuc/r06d22v22278,3,89,"3,4%","3,9"
manpower saverne,https://www.manpower.fr/offers/details/1101295169,3,89,"3,4%","9,7"
agence interim gard,https://www.manpower.fr/nos-agences/cabinet-de-recrutement-de-nimes.html,3,88,"3,4%","3,0"
agence interim muret,https://www.manpower.fr/offre-emploi/occitanie/haute-garonne/muret/r13d31v31395.html,3,88,"3,4%","8,0"
cariste 78,https://www.manpower.fr/offre-emploi/cariste+de+nuit/ile-de-france/yvelines/r12d78.html,3,88,"3,4%","8,8"
emploi 43,https://www.manpower.fr/offre-emploi/interim/auvergne/haute-loire/c1r03d43,3,88,"3,4%","9,0"
emploi bernay,https://www.manpower.fr/offre-emploi/normandie/27-eure/bernay/r04d27v27056,3,88,"3,4%","10,2"
emploi clamecy 58,https://www.manpower.fr/offre-emploi/bourgogne-franche-comte/nievre/clamecy/r05d58v58079.html,3,88,"3,4%","5,1"
interim it,https://www.manpower.fr/offre-emploi/informatique/ile-de-france/paris/r12d75,3,88,"3,4%","8,7"
interim tertiare,https://www.manpower.fr/candidats/votre-metier/metiers-du-tertiaire,3,88,"3,4%","5,0"
interim vente luxe,https://www.manpower.fr/offre-emploi/achats-commerce-distribution/conseiller-vendeur-luxe-h-f/s66m03266.html,3,88,"3,4%","7,8"
job d'été chaumont,https://www.manpower.fr/offre-emploi/grand-est/haute-marne/chaumont/r01d52v52121.html,3,88,"3,4%","10,0"
manpower 77,https://www.manpower.fr/offre-emploi/ile-de-france/77-seine-et-marne/r12d77?rayon=16,3,88,"3,4%","5,9"
manpower gournay-en-bray,https://www.manpower.fr/offre-emploi/***/haute-normandie/seine-maritime/gournay-en-bray/r11d76v76312.html,3,88,"3,4%","5,7"
